meeting_id,title,summary,participant_count,internal_count,external_count,transcript_excerpt,suggested_label,manual_label
01KQ5F364545B542671FF9CE,Support Case #3546 - Meridian Capital SCIM Provisioning Request,"Jason Hoffman (CISO) and Suki Nakamura (Compliance Director) from Meridian Capital contacted Aegis Cloud Security support to discuss SCIM 2.0 integration between Okta and Aegis Identity for automated user provisioning and deprovisioning. Sarah Chen and Marcus Williams confirmed that native SCIM 2.0 is on the roadmap but not yet generally available, and recommended using Aegis's REST API with Okta Workflows as an interim solution. The team agreed this API approach could meet Meridian's 24-hour deprovisioning compliance requirement, with audit logs accessible through Aegis Comply. Next steps include sending API documentation, logging the SCIM feature request with Meridian's specific use case, and looping in the account manager for a roadmap discussion.",4,2,2,"Sarah Chen: Good morning, you've reached Aegis Cloud Security support, this is Sarah Chen, I have Marcus Williams joining me as well on this call - we're both pulling up support case number 3546. Jason Hoffman: Morning Sarah, morning Marcus - yeah, this is Jason Hoffman, I'm the CISO over at Meridian Capital, and I've got Suki Nakamura on the line with me, she's our Compliance Director. Suki Nakamura: Hi everyone, thanks for making time for this. Sarah Chen: Of course, good to have you both on - Marcus, do you want to go ahead and confirm the case details while I pull up the Meridian account? Marcus Williams: Yeah sure, so case 3546 came in, looks like Tuesday - the subject line is SCIM prov",customer_support,customer_support
01KQ65D43540846FA994B6C4,Aegis / Frostbyte AI - Product Feedback,"Rachel Torres and Sofia Petrov met with Victor Zheng of Frostbyte to discuss pain points after approximately eight months on Aegis Identity. Victor highlighted two key product gaps: the lack of hierarchical role inheritance in the flat role model, which causes manual permission duplication and complicates their ongoing SOC 2 audit, and the inability to configure session timeout policies per role or resource. Victor also praised Aegis Comply v2's on-demand SOC 2 reporting as a significant time-saver. He clarified he is not evaluating alternatives but wants assurance that Aegis Identity can scale with Frostbyte's rapid growth over the coming quarters.",3,2,1,"Rachel Torres: Hey Victor, thanks for making time today - I know your calendar's been pretty packed lately. Victor Zheng: Yeah, no worries, it's been a busy quarter but this is - this is on my list, so happy to make it happen. Rachel Torres: Good, good. So I've also got Sofia Petrov on with me today, she's one of our senior engineers on the Identity side, and I figured having her here would be more useful than me trying to take notes and relay everything back. Sofia Petrov: Hey Victor, thanks for having us. Really looking forward to hearing what you've been running into. Victor Zheng: Hey Sofia, yeah, appreciate you jumping on. Okay so - where do I start. So we've been on Aegis Identity now ",external,external
01KQ68FB3E9E60C4477CDAB4,Comply v2 - GA Deployment Plan,"The team held a pre-launch alignment call for the Comply v2 GA deployment scheduled for April 7th. Ravi confirmed infrastructure dry-runs in staging went cleanly, with a minor Lambda cold-start issue to be addressed via a warm-up ping. Nina reported full regression suite passage across all four compliance frameworks and three tenant sizes, flagging a p99 latency concern at 50 concurrent requests that will be monitored via a new MetricFlow alert. The team confirmed a phased rollout plan, a clean feature-flag-based rollback strategy, and agreed to keep the v1 reporting service running in parallel for two weeks post-GA.",4,4,0,"Ananya Sharma: Alright, I think everyone's on - can you guys hear me okay? Ravi Gupta: Yeah, loud and clear. Mike Romano: Good here. Hey Ananya, hey Ravi. Nina Kowalski: Hi everyone! Sorry I'm like thirty seconds late, had a Slack thread that just would not die. Ananya Sharma: Ha, no worries at all. Okay so - April 7th is six days away, which honestly feels very real now, and I wanted to get the four of us together to go through the GA deployment plan for Comply v2 and make sure we're all aligned on the rollout sequence. Mike Romano: Yeah, and I have to say, I'm actually pretty excited about this one. Like the on-demand reporting piece especially - I think customers are going to love that. R",customer_support,internal
01KQ6A5CEAAFFBE3B0099E75,Support Case #6539 - Steelpoint Manufacturing LDAP Sync Failures,"Harold Jensen, IT Director at Steelpoint Manufacturing, called regarding a 3-day-old unresolved LDAP sync failure with Aegis Identity affecting 200+ employees on a 24/7 manufacturing floor. Marcus Williams diagnosed the root cause as an SSL handshake failure caused by an internal CA-issued certificate renewed during a maintenance window on March 18th that was not trusted by the Aegis connector. The issue was resolved live on the call by uploading the internal CA root certificate into the Aegis Identity TLS Configuration settings. Harold expressed significant frustration over the slow initial support response and broader confidence concerns about Aegis following a prior Detect outage, and Marcus committed to escalating the response time failure and arranging a follow-up call with the account manager.",2,1,1,"Marcus Williams: Thanks for calling Aegis Cloud Security support, this is Marcus Williams, how can I help you today? Harold Jensen: Yeah, hi Marcus, this is Harold Jensen, IT Director over at Steelpoint Manufacturing. I've got a case open - it's case number 6539 - and honestly I'm pretty frustrated at this point because this has been going on for a few days now. Marcus Williams: I completely understand Harold, and I appreciate you calling in. Let me pull up case 6539 right here... okay I'm seeing it, LDAP sync failures with Aegis Identity. Can you walk me through what you're experiencing on your end? Harold Jensen: Sure, so - basically our Active Directory sync through Aegis Identity just st",customer_support,customer_support
01KQ6CAA850EAFDC48B52846,Aegis / Ironworks Corp - Vendor Comparison Discussion,"Maria Santos met with Catherine Page and Russell Tang to address serious concerns about Aegis following a six-hour monitoring outage in March that affected their manufacturing OT environment, poor communication during the incident, and gaps in compliance reporting functionality. Catherine disclosed that their organization is actively evaluating a competitor, Fortiguard Pro, partly driven by these issues. Maria acknowledged the failures directly, informed the team that Aegis Comply v2 had just launched with improved ISO 27001 reporting, and proposed concrete next steps to rebuild trust. The call ended constructively with the customer open to continuing the relationship provided key commitments are met.",3,1,2,"Maria Santos: Hey Catherine, thanks for making time today - I know you mentioned last week things have been pretty hectic on your end. Catherine Page: Yeah, hectic is one word for it. We've got an audit coming up end of May and honestly our whole security stack is under a microscope right now. Maria Santos: Understood, totally get that. And Russell, good to have you on as well - I think this is actually the first time we've spoken directly, right? Russell Tang: Yeah, first time. I've been kind of the one in the weeds on the day-to-day with the platform so Catherine thought it made sense for me to jump on this one. Maria Santos: Absolutely, and honestly I'm glad you're here because I think a ",customer_support,external
01KQ764171AC27A3A94DC695,Detect Reliability - 30-Day Review,"This 30-day post-incident review covered the March 10-18 Detect module outage, which caused six hours of complete threat monitoring blindness for 47 affected accounts due to a single point of failure in the event ingestion pipeline. The engineering team confirmed fixes including redundant processing nodes and a circuit breaker pattern, both deployed by March 29th, with a clean 30-day window since. Customer Success raised concerns about two key accounts - Meridian Financial (August renewal at risk due to compliance audit impact) and Treswick Healthcare (HIPAA documentation concerns) - and the team discussed potential remediation strategies including early access to the Detect telemetry dashboard and a Comply v2 upsell conversation. The team aligned on several follow-up actions including drafting a customer-facing incident summary and improving internal communications protocols.",3,3,0,"Tyler Washington: Alright, I think we've got everyone. Diana, Chris, can you both hear me okay? Diana Reeves: Yeah, I'm good. Just pulled up the incident doc so I can follow along. Chris Lee: Same here. Let me get my screen share ready in case we need to walk through the architecture diagram. Tyler Washington: Perfect. So, uh, today's agenda - this is officially the 30-day post-incident review for the Detect outage that happened March 10th through the 18th. We want to cover what happened, where we landed with the fixes, and then Diana, I know you have some customer impact stuff you want to walk through. Diana Reeves: Yeah, exactly. And I want to make sure we have time at the end to talk abou",customer_support,internal
01KQ773D68723289E4A98889,Support Case #7572 - Brightpath Commerce Invoice Discrepancy,"Kendra Wallace, CTO of Brightpath Commerce, contacted Aegis Cloud Security support regarding a $1,400 discrepancy on her February invoice. Marcus Williams identified an overage charge of 2.31 terabytes under the Aegis Protect module, which was traced to a backup policy change made on January 3rd that added five new workloads including database instances. The team clarified that billing is calculated on pre-compression raw data, meaning the policy expansion unintentionally pushed usage over the 10 TB contracted tier. Marcus agreed to document the findings in a case summary and connect Kendra with account manager Devon Park to discuss a potential billing adjustment.",3,2,1,"Sarah Chen: Hi, thanks for joining, this is Sarah Chen from Aegis Cloud Security support, I have Marcus Williams here with me as well - he handles a lot of our billing-side cases. Marcus Williams: Hey there, Marcus Williams, good to be on. Kendra Wallace: Hi Sarah, hi Marcus, this is Kendra Wallace, I'm the CTO over at Brightpath Commerce - thanks for getting this scheduled quickly, I know it's end of month so I appreciate it. Sarah Chen: Of course, yeah, end of month is always a busy time so we wanted to get eyes on this sooner rather than later for you. Marcus Williams: So, just to frame this up - the case notes say you're seeing a discrepancy on your February invoice, is that right? Kendr",customer_support,customer_support
01KQ77F2867FC54E13A8C495,Aegis / Brightpath Commerce - Detect Module Deployment,"James Mitchell (AE) and Kendra Wallace (Brightpath) held an onboarding planning call for the Aegis Detect deployment across Brightpath's CloudPrime and Azure environments. They discussed deployment sequencing, timeline (roughly one month end-to-end), and the importance of completing the rollout before Brightpath's spring peak season in late March. Key integrations with PagerDuty and LogVault were confirmed as natively supported, and the system's seven-day observation/baseline mode was highlighted as a solution to Kendra's alert fatigue concerns. A December reliability incident was raised by Kendra and addressed transparently by James, who agreed to share the post-incident report.",2,1,1,"James Mitchell: Hey Kendra, thanks for making time today - I know your schedule's been packed. Kendra Wallace: Yeah, it has been, but this is an important one so I made sure to block it off. Good to connect, James. James Mitchell: Absolutely. So the plan for today - I wanted to walk through the Aegis Detect deployment for Brightpath, kind of go over the onboarding steps, talk through your environment specifics, and make sure we're set up for a smooth rollout. Does that work for you? Kendra Wallace: Yeah that works. I've got our infrastructure lead, Marcus, looped in on some of the technical details so I may reference some notes he sent over. He couldn't make the call today unfortunately. Jam",customer_support,external
01KQ7B802912366FC0A24D4F,All Hands - April Update,"The team held an April all-hands covering three main topics: a retrospective on the March Detect outage, the Comply v2 launch status, and Q2 roadmap planning. The Detect outage post-mortem revealed a single point of failure in the ingestion layer that caused a six-hour customer-facing blackout, with redundant nodes and a circuit breaker pattern now deployed but a chaos engineering validation still needed. Comply v2 launched on April 7th with multi-framework compliance reporting and is showing early positive adoption, though two open bugs remain around PDF formatting and concurrent report timeouts. For Q2, the team agreed to prioritize reliability and observability work on Detect over new features, deferring pure feature additions to Q3.",5,5,0,"Ravi Gupta: Alright, I think we've got most people on now - Hannah, you there? Hannah Liu: Yeah, I'm here, sorry - just had another call run long. Ravi Gupta: No worries, Ananya and Alex are on, Nina just joined - okay good, let's just get started. Nina Kowalski: Morning everyone. Alex Reyes: Hey Nina. Hannah Liu: Okay so, uh, this is the April all-hands update - I sent the agenda doc around yesterday, hopefully everyone had a chance to at least skim it. Ananya Sharma: I looked at it this morning, yeah. Ravi Gupta: Same, I skimmed most of it.",customer_support,internal
01KQ7BF0D56037FF89DC89B6,Support Case #3266 - Trailhead Marketplace Detect Alerts Not Firing,"Isaac Brennan, infrastructure lead at Trailhead Marketplace, called Aegis Cloud Security support in frustration over a complete 15+ hour outage of Aegis Detect's event processing pipeline, leaving his retail platform blind to threats. Elena Vasquez and David Kim confirmed the issue is platform-wide, stemming from a cascading failure in the event ingestion layer, with no confirmed ETA for resolution. Isaac expressed serious concern about PCI compliance and fraud exposure during the outage, and was particularly upset that no proactive communication had been sent despite his status page subscription. Elena escalated the case to P1, committed to a two-hour update, and logged a formal request for a full written incident report by end of week. Isaac warned that the future of the contract depends on how the situation is handled in the next 24 hours.",3,2,1,"Elena Vasquez: Hi, thanks for calling Aegis Cloud Security support, this is Elena Vasquez, I have my colleague David Kim on the line with me as well - how can we help you today? Isaac Brennan: Yeah, hi, this is Isaac Brennan, I'm the infrastructure lead over at Trailhead Marketplace, and I'm going to be completely honest with you - I am not happy right now. Elena Vasquez: Of course, Isaac, I completely understand - can you walk us through what you're seeing? Isaac Brennan: What I'm seeing is nothing. Literally nothing. Our Detect alerts have not fired once since yesterday evening and we are a retail platform, we have thousands of transactions moving through our infrastructure every hour, and",customer_support,customer_support
01KQ7F58A2E07B857C24624D,Competitive Landscape Review,"Jordan Whitfield and Tom Bradley conducted a competitive landscape review in preparation for an upcoming product review meeting. They discussed four key competitors: SentinelShield (threatening Detect with a strong SIEM integration story), VaultEdge (a growing threat to Protect and potentially Comply), CyberNova (aggressive pricing in Identity for mid-market), and Fortiguard Pro (a legacy incumbent). The most pressing concern identified was a gap in the LogVault connector experience compared to SentinelShield, which Jordan plans to surface as a risk item for leadership at next week's review. Jordan agreed to update and share the competitive deck before EOD the following day.",2,2,0,"Jordan Whitfield: Hey Tom, you there? I think you might be on mute. Tom Bradley: Oh, yeah sorry, I was - yeah, I had myself muted. Can you hear me now? Jordan Whitfield: Yeah, loud and clear. Okay cool, so I figured we should probably carve out some time to actually go through the competitive landscape before the product review next week, because I feel like we've been kind of operating on vibes a little bit. Tom Bradley: Yeah no, agreed. I got the deck you sent over this morning. Hadn't had a chance to fully go through it but I did skim the section on SentinelShield. That one stood out to me. Jordan Whitfield: Right, yeah. So that's kind of where I wanted to start actually, because they've ",internal,internal
01KQ7FA71CF70FAFEE4B6251,Aegis / Nova Retail Group - Renewal Discussion,"Aisha Johnson (CSM) met with Stephanie Blair from Nova Retail ahead of their end-of-next-month renewal to assess account health. Stephanie expressed significant frustration stemming from a six-hour Aegis Detect outage on March 10th, ongoing compliance reporting pain in Aegis Comply, dashboard signal-to-noise issues, and a slow support ticket resolution. She disclosed that Nova is actively evaluating competitor SentinelShield, having completed two demos. Aisha acknowledged accountability, outlined technical remediation steps taken post-outage, previewed the upcoming Aegis Comply v2 launch with on-demand compliance reporting, and committed to a set of concrete follow-up actions to help Stephanie rebuild confidence for the renewal.",2,1,1,"Aisha Johnson: Hi Stephanie, thanks for making time today - I know you've got a lot going on. Stephanie Blair: Yeah, it's been a week, honestly. But yeah, I wanted to have this conversation so, here we are. Aisha Johnson: I appreciate it. So, um, I wanted to reach out specifically because your renewal is coming up at the end of next month and I just - I want to make sure we're in a good place and that you're getting value out of the platform. Stephanie Blair: Aisha, I'll be straight with you. We're not in a great place right now. And I think you probably know why. Aisha Johnson: The outage. Stephanie Blair: Yes. The outage. We had six hours - six hours - where we had zero visibility into our",customer_support,external
01KQ85D10E82A26A8F754FB8,Aegis / Bridgeport Health - Compliance Review,"Maria Santos and Solutions Architect Kevin O'Brien met with Evelyn Park to discuss her organization's compliance challenges ahead of a HIPAA audit in late May/early June. Evelyn's team has been using Aegis Comply for eight months primarily for SOC 2, but identified gaps in HIPAA support and frustration with treating multiple frameworks as separate workstreams. Kevin outlined near-term technical recommendations including evidence library restructuring and PHI access logging, while previewing the upcoming Comply v2 multi-framework feature that would allow single evidence items to map across HIPAA, SOC 2, and other frameworks simultaneously. The call concluded with plans to schedule a Comply v2 preview session and for Kevin to deliver a SOC 2 to HIPAA control mapping document.",3,2,1,"Maria Santos: Evelyn, hi! Thanks so much for making time today, I know your calendar's been absolutely packed. Evelyn Park: Maria, are you kidding? I've been looking forward to this one. We've got a lot to catch up on. Maria Santos: That's great to hear. And I also have Kevin O'Brien on the line with me today - he's one of our Solutions Architects, and he's been deep in the weeds on everything Comply-related, so I wanted to bring him in for this one. Kevin O'Brien: Hey Evelyn, really glad to be here. I've been doing a lot of work with healthcare customers lately so hopefully I can add some useful context. Evelyn Park: Perfect, love that. Kevin, welcome. And yeah, compliance has just been - i",customer_support,external
01KQ88B8EAEAA819C26CCBE7,ESCALATION: Northstar Pharma - Detect Outage Impact on Compliance,"Aegis Cloud Security support rep Elena Vasquez spoke with Grace Yoon and Frank Delaney (VP of IT) of Northstar, a pharmaceutical company, regarding a platform-wide outage of the Aegis Detect event processing pipeline that had been ongoing for approximately nine to ten hours. The customer was never proactively notified of the outage, which Elena acknowledged as a serious communication failure. The outage is particularly critical because Northstar handles HIPAA-regulated patient data and is currently in a SOC 2 audit cycle, creating potential compliance findings. Elena committed to 30-minute email updates, audit-ready incident documentation, and an executive call with Aegis VP of Engineering within 48 hours of resolution, while Frank made clear he is actively evaluating competitor platforms.",3,1,2,"Elena Vasquez: Thank you for holding, this is Elena Vasquez from Aegis Cloud Security senior support, I have your case pulled up here - am I speaking with Grace? Grace Yoon: Yes, Grace Yoon, and I also have Frank Delaney on the line, he's our VP of IT - Frank, you there? Frank Delaney: Yeah I'm here. Elena, I'll be honest with you, I don't have a lot of patience left on this one. Elena Vasquez: I completely understand, Frank, and I appreciate you both jumping on. I want to make sure we get to the bottom of this as quickly as possible. Can you walk me through what you're seeing on your end right now? Frank Delaney: What we're seeing? What we're seeing is nothing, Elena. That's the whole probl",customer_support,external
01KQ8C5A044F54EE1774D53C,Aegis / Helix Data - Post-Incident Review,"Maria Santos and Kevin O'Brien from Aegis held an urgent call with Charles Ng from Helix to address a six-hour outage in their threat monitoring pipeline caused by a single point of failure in the event ingestion system. Charles expressed significant frustration that his team was not alerted for nearly two hours and had to manually audit logs afterward, costing 12-15 person-hours. He disclosed that Helix is actively reviewing their security vendor stack and has been in conversations with competitor VaultEdge, citing both the outage and ongoing concerns about false positive alert noise and cumbersome custom rule configuration. The Aegis team committed to delivering a technical remediation brief for Charles's CTO, scheduling a detection tuning session, and presenting a broader make-right proposal before a follow-up call mid-next week with Helix's security lead Priya.",3,2,1,"Maria Santos: Alright, I think we're all on now - Charles, can you hear us okay? Charles Ng: Yeah, I'm here. Audio's fine on my end. Maria Santos: Great. And Kevin just joined too, so we're all set. Charles, thanks for making time - I know this week has probably been, uh, a lot for your team. Charles Ng: Yeah, 'a lot' is one way to put it, Maria. It's been a rough few days, honestly. Maria Santos: Completely understood. And that's exactly why we wanted to get on a call sooner rather than later - not just to send an email but actually, you know, sit down and walk through what happened and where we go from here. Kevin, you want to kick us off with the technical summary? Kevin O'Brien: Sure, ye",customer_support,external
01KQ8D9A06510DD623EFB1A6,Aegis / Pinnacle Insurance - Detect Roadmap Review,"Rachel Torres (CSM) met with Sandra Keating (customer in insurance/financial services) to discuss Detect product roadmap and feature requests. Sandra raised two primary feature gaps: granular alerting thresholds by entity type with custom behavioral baselines, and in-product pipeline health visibility following a six-hour outage in March. Rachel shared upcoming roadmap items including native LogVault integration and a threat intelligence correlation layer, and the call closed with a discussion of Comply v2's new SOC 2 on-demand reporting feature, with a demo planned for Sandra and her compliance lead Marcus.",2,1,1,"Rachel Torres: Hi Sandra, thanks for making time this afternoon - I know Tuesdays tend to get a little chaotic. Sandra Keating: Yeah, no kidding, I had three back-to-backs before this so I appreciate you being flexible on the time. Rachel Torres: Of course, absolutely - okay so, I've got the agenda pulled up, we wanted to walk through some of the Detect roadmap items, and I know you had some specific feature requests you wanted to put on the table today. Sandra Keating: Right, yeah, that's the main thing I want to get into. Rachel Torres: Before we jump in - how are things going on your end generally, like from a security posture standpoint, anything major come up since we last spoke? Sandra",customer_support,external
01KQ92EA85FE4C537400227D,Support Case #8811 - Blackridge Investments Custom Compliance Template,"Warren Beck from Blackridge, a financial services firm, contacted Aegis support to request a custom compliance template feature in Aegis Comply v2 that would allow them to track internal board and regulator controls alongside standard frameworks like SOC 2 and PCI DSS. Priya Patel confirmed the feature is on the near-term product roadmap and enrolled Warren in the early access/design partner program. In the meantime, Priya walked Warren through two workarounds: custom control annotations within existing reports and the Comply v2 API for exporting structured control data. The call concluded with clear next steps and a very positive tone from both parties.",2,1,1,"Priya Patel: Hi Warren, thanks for holding - this is Priya Patel from the Aegis support team, I'm the team lead on the compliance side of things. How are you doing today? Warren Beck: Priya! Yeah, doing well, doing well. Thanks for jumping on this - I know it's a bit of an unusual support case, but we're pretty excited about where this could go. Priya Patel: Absolutely, no that's - unusual is fine, we love those. So I've got the case here, case number 8811, and it looks like you're coming in with a feature request around custom compliance templates in Aegis Comply. Is that the right starting point? Warren Beck: That's exactly it. So, you know, we upgraded to Comply v2 - gosh, what was it, li",customer_support,customer_support
01KQ94C2B8B9B4668F3D3491,Support Case #6573 - Ridgeline Logistics Detect Data Gaps,"Mark Ellison, Infrastructure Lead at Ridgeline Logistics, contacted Aegis Cloud Security support regarding a complete outage of his Detect dashboard that began around 11 PM on March 11th. Elena Vasquez and Sarah Chen confirmed this is a platform-side issue caused by a failure in the event ingestion pipeline affecting multiple accounts. Mark expressed serious concern given that his company's OT networks, SCADA systems, and production floor infrastructure have had zero threat monitoring visibility for nearly 24 hours. The call concluded with commitments to escalate the case to Sev 1, provide a status update within two hours, investigate data backfill options, and loop in the account manager regarding potential SLA credits.",3,2,1,"Elena Vasquez: Hi, thanks for joining - this is Elena Vasquez from Aegis Cloud Security support, and I also have my colleague Sarah Chen on the line with me today. Sarah Chen: Hi there, yeah, Sarah Chen here as well - I specialize in the Detect module so Elena looped me in given what we're seeing in your ticket. Mark Ellison: Yeah, hi, Mark Ellison here - Infrastructure Lead at Ridgeline Logistics. Thanks for, uh, getting on a call quickly I guess, though honestly I'm pretty frustrated that we're even here right now. Elena Vasquez: Totally understandable Mark, and we appreciate you taking the time. Can you walk us through what you're seeing - just in your own words, even if it overlaps with ",customer_support,customer_support
01KQ9772B2348F500FB09D1E,Support Case #3677 - Coastal Living Co MFA Token Failures,"Vanessa Cruz, VP of Engineering at Coastal Living Co, contacted Aegis Cloud Security support regarding a critical MFA token failure affecting approximately 40-45 users since 7 AM. The issue involves TOTP validation failures (error 4031) for users authenticating through an Okta SSO integration with Aegis Identity. Support agent Elena Vasquez determined the issue is likely on Aegis's end after ruling out client-side clock drift, and escalated it as a P1 business-critical incident. A temporary workaround using email OTP was implemented to unblock the engineering and ops teams while the root cause is investigated.",2,1,1,"Elena Vasquez: Hi, this is Elena Vasquez from Aegis Cloud Security support, am I speaking with Vanessa? Vanessa Cruz: Yes, hi Elena, Vanessa Cruz here, VP of Engineering at Coastal Living Co - thanks for picking this up, I've been waiting on a callback for a bit. Elena Vasquez: Yeah, I apologize for the delay on that, Vanessa, we've had a higher than normal queue today - but I've got your case pulled up here, case number 3677, MFA token failures, is that right? Vanessa Cruz: That's correct, yes, and honestly it's been - it's been a pretty rough morning because of this, so I'm really hoping we can get to the bottom of it today. Elena Vasquez: Absolutely, let's dig in - can you walk me through",customer_support,customer_support
01KQ9A6BE09D73A9BB5798C7,Support Case #3615 - Nimbus Platform Custom Report Request,"David Kim from Aegis Cloud Security support called Keith Donovan of Nimbus Platform regarding support case 3615, which involves a feature gap in Aegis Comply around custom cross-framework reporting. Keith needs a control mapping matrix that spans SOC 2, ISO 27001, and PCI DSS in a single exportable report for auditor handoffs, which the platform does not currently support natively. David confirmed the gap, explained a manual CSV workaround that Keith's team is already using but finds unsustainable, and committed to escalating a formal feature request to the product team. David also flagged Nimbus Platform as a candidate for early access/beta programs and directed Keith to his account manager Sarah Chen for future roadmap visibility.",2,1,1,"David Kim: Hi, this is David Kim calling from Aegis Cloud Security support. Am I speaking with Keith Donovan? Keith Donovan: Yeah, that's me. Hi David, thanks for calling back. David Kim: Of course, absolutely. So I'm calling in reference to support case number 3615. Looks like you submitted a request around custom reporting in Aegis Comply - is that right? Keith Donovan: Yeah, exactly. So we've been using Comply for a few months now and overall it's been fine, but we've run into a pretty specific need that I don't think the platform currently supports, and I wanted to get some clarity on where things stand. David Kim: Sure, yeah, let's dig into it. Can you walk me through what you're trying",customer_support,customer_support
01KQ9BB82FD97C9607D57E90,Aegis / Coastal Living Co - Onboarding Kickoff,"Maria Santos (CSM at Aegis Cloud Security) held a kickoff onboarding call with Vanessa Cruz from Coastal Living, who recently chose Aegis Protect over competitors CyberNova and VaultEdge primarily due to superior recovery time objectives. Vanessa outlined their infrastructure - a hybrid CloudPrime multi-region setup plus on-prem warehouse systems - and Maria walked through the 4-6 week three-phase onboarding process including environment discovery, backup policy configuration, and restore drills. Key topics included custom data retention policies for PCI DSS compliance, hybrid environment support, and the unified management console. The call ended with clear next steps: Maria to send a formal project plan, Vanessa to provision CloudPrime access and connect Maria with their DevOps engineer Raj Patel, and a technical discovery call scheduled for the following week.",2,1,1,"Maria Santos: Hi Vanessa! So great to finally connect with you - I feel like we've been emailing back and forth for weeks now. Vanessa Cruz: I know, right? It's been a lot of scheduling gymnastics but we're here, so let's do this! Maria Santos: Exactly, exactly. Well, welcome officially to Aegis Cloud Security - I'm really excited to be your CSM throughout this whole onboarding journey and beyond. Vanessa Cruz: Thank you, Maria. Honestly the whole team at Coastal Living is really pumped about this. We've been looking for a solid backup and recovery solution for, gosh, probably close to a year now. Maria Santos: A year! Okay, so you've definitely done your homework then. I'd love to hear a li",customer_support,external
01KQ9BCA1794C9472726FFAD,Comply v2 - Adoption Metrics Review,"The team held a two-week retrospective on the Comply v2 launch, reviewing adoption metrics, support volume, and customer feedback. Adoption reached approximately 38-39% of eligible accounts (847 out of ~2,200 tenants), significantly exceeding the internal 25% benchmark. HIPAA reports tracked higher than expected, and a minor ISO 27001 formatting issue is being addressed in an upcoming patch. The team also identified promising cross-sell signals, with customers discovering gaps in their IAM configuration through SOC 2 reports and subsequently inquiring about Aegis Identity.",5,5,0,"Tom Bradley: Alright, I think we've got everyone - Megan, you're on, right? Megan Lawson: Yeah, yeah I'm here, sorry - just had to drop off another call a little early, but I'm good, I'm ready. Tom Bradley: Okay great, and Brian's on too, so I think we've got the full crew. Brian Cho: Hey everyone! Diana Reeves: Hi Brian! Megan Lawson: Okay so, I wanted to kick this off with just a quick vibe check - like, two weeks in on Comply v2, how are we all feeling? Because from where I sit, the numbers are honestly better than I expected. Tom Bradley: Yeah, I mean, I don't want to jinx it, but I'm feeling pretty good. Like, the launch itself went smooth, which - after everything with the Detect outag",customer_support,internal
01KQA0F0BE68E74D66EB4171,Competitive Response Strategy,"James Mitchell convened a competitive strategy call with Rachel Torres, Tom Bradley, Jordan Whitfield, and Kevin O'Brien to address SentinelShield's aggressive positioning against Aegis in three recent late-stage deals. Tom Bradley explained the root cause and remediation of the March platform outage, confirming that redundant processing nodes and a circuit breaker pattern have been in production since March 28th. Jordan Whitfield highlighted Comply v2, launched April 7th, as a strong differentiator with native cross-module compliance reporting for SOC 2, PCI DSS, HIPAA, and ISO 27001. The team aligned on next steps for the at-risk Hartfield Manufacturing deal and identified materials needed to support the competitive response.",5,5,0,"James Mitchell: Alright, I think we've got everyone on - Rachel, Tom, Jordan, Kevin, you're all here? Rachel Torres: Yeah, I'm here. Tom Bradley: Present. Jordan Whitfield: Yep, on. Kevin O'Brien: Here, sorry, just pulling up my notes. James Mitchell: No worries. Okay, so, the reason I called this is - we've had three deals in the last two weeks where SentinelShield came up pretty aggressively in late-stage conversations, and I want to make sure we're all aligned on how we're positioning against them going forward. Rachel Torres: Is this primarily on the Detect side or is it across the board? James Mitchell: Mostly Detect, honestly. Which is - and I'll be candid here - not a surprise given w",customer_support,internal
01KQA1AFDC1306A000B0C7D9,Aegis / Vanta Health Systems - Backup Strategy Workshop,"Lisa Park and Aisha Johnson held an onboarding strategy workshop with Raymond Burke of Vanta Health to assess their backup and recovery environment and map out how Aegis Protect can address their needs. Raymond described a fragmented hybrid environment with ~450 on-prem VMs across two data centers and a growing CloudPrime footprint, including 200TB of DICOM imaging data. Key pain points include untested RTOs/RPOs, lack of unified backup visibility, VM coverage gaps, and complex HIPAA and tiered retention compliance requirements. The team aligned on a phased implementation approach starting with CloudPrime workloads, with next steps including an implementation plan, dashboard demo, and involvement of Vanta Health's infrastructure lead.",3,2,1,"Lisa Park: Good morning Raymond, thanks so much for making time for us today - I know your calendar's been absolutely packed lately. Raymond Burke: Ha, yeah no kidding, it has been a wild couple of weeks but honestly this is one of the calls I was actually looking forward to, so here we are. Lisa Park: That's great to hear! And Raymond, I don't think you've met Aisha yet - she's going to be your dedicated Customer Success Manager throughout the onboarding process, so I wanted to bring her in today. Aisha Johnson: Hi Raymond, really excited to be working with you and the Vanta Health team - I've done a bit of reading up on your organization and I think we have a lot of good stuff to dig into ",external,external
